captcha_type,captcha_text,user_input,success,typing_time,accuracy,ai_result,generation_strategy,p_distort,p_noise,p_rotate
image (semantic),J7XY6,J7XY6,1,9.15,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),ZJYPP,ZJYPP,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),G2JAY,G2JAY,1,6.14,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),XHWD6,XHWD6,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),TFZ8Y,TFZ8Y,1,6.75,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),KUDD4,TRE9R,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),DH4F2,DH4F2,1,7.31,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),QEVB7,QEVB7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),ZBAE5,GWNEK,0,5.45,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),CFGXQ,CFGXQ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),HSTE8,HSTE8,1,3.46,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),SAZZL,SAZZL,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),DHNU4,DHNU4,1,4.57,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),WUCW7,WUCW7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),KVQZX,KVQZX,1,9.86,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),WR6Q6,WR6Q6,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),WF896,WF896,1,6.02,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KBP65,KBP65,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),WGN6Q,WGN6Q,1,5.72,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),MLNZG,MLNZG,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),U8Z3M,U8Z3M,1,8.35,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),PWGED,PWGED,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),685PG,685PG,1,4.1,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),NSFQY,NSFQY,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),F9X2W,PQ5E7,0,4.38,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),L7VZ6,L7VZ6,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),CA75L,CA75L,1,9.31,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),GEG4M,GEG4M,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),4RYKD,4RYKD,1,9.16,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),FD7PT,FD7PT,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),9Y69X,B6RR2,0,3.68,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),U9MQU,U9MQU,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),98U69,98U69,1,3.94,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),KNE93,KNE93,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),WK33M,WK33M,1,9.24,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),PF5GJ,PF5GJ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),ALFWY,ALFWY,1,6.03,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),BZ2QC,BZ2QC,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),57AUK,BXYL3,0,5.66,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),53PL8,53PL8,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),GKCQX,6AE2H,0,9.03,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),FCUHC,FCUHC,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),A35VE,WLXVB,0,9.78,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),E77FY,E77FY,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),3HBCL,3HBCL,1,8.72,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),YRYRZ,YRYRZ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),BFAFG,GD2G5,0,7.03,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),2HN4K,2HN4K,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),KP4ZS,KFBR6,0,7.78,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),B2PX6,B2PX6,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),ZCU7M,ZCU7M,1,9.72,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),UZLM3,UZLM3,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),2L9GU,2L9GU,1,5.87,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),6L38N,6L38N,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),E2PAE,E2PAE,1,9.09,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),EMP46,EMP46,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),FDNEL,FDNEL,1,4.11,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),45JGV,45JGV,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),8F9B8,VESRG,0,7.94,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),R8WLK,R8WLK,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),DEKZ3,DEKZ3,1,9.79,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),CQPGL,CQPGL,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),6W6RJ,6W6RJ,1,5.32,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),GELW9,GELW9,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),V4HU6,V4HU6,1,3.67,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),2VCRV,2VCRV,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),Q23JE,Q23JE,1,4.56,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),AMVT3,AMVT3,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),L6G3G,L6G3G,1,5.07,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),B6SSH,B6SSH,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),4AJEA,4AJEA,1,5.95,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),M29QN,M29QN,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),2DJJY,2DJJY,1,7.11,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),LABLR,LABLR,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),ZTWWN,ZTWWN,1,8.32,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),WL2BS,WL2BS,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),ECCES,ECCES,1,8.28,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),9LP2R,9LP2R,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),P3YTC,P3YTC,1,3.81,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),7JHWT,7JHWT,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),YRB28,YRB28,1,5.26,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),2XA2R,2XA2R,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),PCGBH,PCGBH,1,7.91,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),UM6FG,UM6FG,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),WVJMN,WVJMN,1,4.79,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),G6NWQ,G6NWQ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),WSNFB,WSNFB,1,9.12,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),GUZ4X,GUZ4X,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),MBWU6,MBWU6,1,3.17,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),A45G8,A45G8,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),QN27R,QN27R,1,9.91,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),5HV65,5HV65,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),AJAQZ,AJAQZ,1,5.58,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),W9ZMJ,W9ZMJ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),26KJ7,26KJ7,1,7.46,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),8367F,8367F,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),H5UTJ,H5UTJ,1,3.44,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),YGNNB,YGNNB,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),P9UBC,P9UBC,1,8.03,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),GJX8G,GJX8G,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),AW54P,AW54P,1,4.62,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),5BMVQ,5BMVQ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),M6ZTL,M6ZTL,1,4.22,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),NQMK4,NQMK4,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),P8CJE,P8CJE,1,6.16,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),TX6L7,TX6L7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),LWZ5U,469TS,0,5.77,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),UJT8Z,UJT8Z,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),LDZ3T,LDZ3T,1,8.74,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),HMP2D,HMP2D,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),EY2Y6,7YK2K,0,6.47,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),GW8GA,GW8GA,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),F2CJ8,AVLMK,0,7.63,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),V7WUX,V7WUX,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),MJR32,MJR32,1,7.11,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),68X9N,68X9N,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),CJCH4,ZH9BK,0,6.18,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),25GPA,25GPA,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),XASCF,XASCF,1,5.72,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),7WBUY,7WBUY,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),Q5BVP,Q5BVP,1,8.86,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),GRA23,GRA23,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),BFLX5,BFLX5,1,8.66,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),8DFE9,8DFE9,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),QMYAS,QMYAS,1,6.8,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),PBPYC,PBPYC,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),8MN77,8MN77,1,4.13,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),UXQ9M,UXQ9M,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),9XUDB,9XUDB,1,3.93,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),YAB3D,YAB3D,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),SK3LH,RRDNW,0,4.32,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),T3EES,T3EES,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),9CFWP,9CFWP,1,4.58,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),JBP52,JBP52,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),ZMQ4H,ZMQ4H,1,9.65,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),SP5WH,SP5WH,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),2PACC,JJW9L,0,3.28,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),4V75R,4V75R,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),5YY7V,LY9TV,0,3.96,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),CW75V,CW75V,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),67UMK,67UMK,1,5.88,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),JPX26,JPX26,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),YGXYT,FZ6WG,0,7.07,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),34FWR,34FWR,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),Y7QLJ,Y7QLJ,1,9.77,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),49AG7,49AG7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),9UJUG,RDPLE,0,7.4,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),D29BC,D29BC,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),J37XG,J37XG,1,3.07,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),LVJPH,LVJPH,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),27MHA,27MHA,1,4.54,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),34GV8,34GV8,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),V93DH,V93DH,1,6.22,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),FFHDH,FFHDH,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),55QH5,55QH5,1,6.1,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),ZNVNT,ZNVNT,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),XP6LA,XP6LA,1,8.87,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),VMYVY,VMYVY,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),NGMJY,NGMJY,1,9.14,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),8XUWC,8XUWC,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),NMNRZ,NMNRZ,1,4.78,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),HM9RF,HM9RF,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),V359M,V359M,1,9.41,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),CYBC7,CYBC7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),EP5FP,EP5FP,1,4.62,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),CBW38,CBW38,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),T86H3,T86H3,1,3.54,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),2J3T2,2J3T2,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),ZE7HA,ZE7HA,1,6.59,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),ASBEB,ASBEB,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),HVM3Q,HVM3Q,1,3.77,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),HW2CN,HW2CN,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),SR2TZ,SR2TZ,1,7.53,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),S3U4N,S3U4N,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),PSR3G,D6NKA,0,8.89,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),R2G22,R2G22,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),3ZWKH,JNYMG,0,9.33,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),E8HEW,E8HEW,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),BQNWP,BQNWP,1,8.75,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),TB95C,TB95C,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),7F9EY,7F9EY,1,6.57,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),WMQLV,WMQLV,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KBSDQ,KBSDQ,1,6.6,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),XTZS9,XTZS9,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),NXQZJ,NXQZJ,1,4.37,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),VJHBA,VJHBA,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),UP4ET,9FBZ3,0,4.47,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),H7FXD,H7FXD,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),6V958,6V958,1,6.84,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),6ZWLE,6ZWLE,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),UX32H,UX32H,1,4.91,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),8K99B,8K99B,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),5DEH3,5DEH3,1,4.07,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),DTMZP,DTMZP,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),HV8X2,HV8X2,1,8.71,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),ERA8D,ERA8D,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),97NGP,97NGP,1,7.27,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),FFLNC,FFLNC,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),ZEP67,ZEP67,1,9.94,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),AFE9M,AFE9M,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),YXCFK,YXCFK,1,7.08,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),9V4GF,9V4GF,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),RJK4C,RJK4C,1,3.45,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),VJWYD,VJWYD,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KNLFR,KNLFR,1,6.56,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KYN3H,KYN3H,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),GQYBB,GQYBB,1,9.99,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),EZKLL,EZKLL,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),PDW8T,PDW8T,1,7.96,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),6WMNM,6WMNM,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),5JFRX,Q4ZYX,0,9.04,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),825F5,PR9E6,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),HV87Z,HV87Z,1,3.06,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),MLVLD,MLVLD,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),EX5ZJ,VVP83,0,9.96,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),QZTT2,QZTT2,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),AU8C4,VHLUQ,0,9.4,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KWBH6,KWBH6,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),AHH4H,AHH4H,1,9.71,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),3J4TP,3J4TP,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),Z232X,XKDH9,0,4.49,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),TLTGX,TLTGX,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),HRD7Z,HRD7Z,1,7.7,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),P6GFD,P6GFD,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),TTC95,22JF2,0,3.46,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),LS4TS,MNG8Z,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.4924967487692784,0.5457464017817394,0.6141988011695984
image (question),7V929,7V929,1,6.35,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.36491685255114115,0.4368404750834102,0.5088346833444176
image (semantic),7WA53,7WA53,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4729606214272063,0.6229100153220288,0.6103448683375401
image (semantic),GW2ZC,GW2ZC,1,6.2,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6972088984985687,0.39070047984871614,0.5628102866822369
image (semantic),LM6BG,LM6BG,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5283757190567894,0.3068485319246721,0.5658320961413384
