captcha_type,captcha_text,user_input,success,typing_time,accuracy,ai_result,generation_strategy,p_distort,p_noise,p_rotate,Target
image (semantic),LDU7J,1UF09,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.89,25,0.0
image (adversarial),UYG3I,UYG3I,1,4.46,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.81,25,1.0
image (question),EQXIE,EQXIE,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.82,25,1.0
image (adversarial),W5KYF,W5KYF,1,3.05,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.81,25,1.0
image (adversarial),NTY6D,NTY6D,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.95,25,1.0
image (question),OPZFZ,V8VLQ,0,9.31,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.94,25,0.0
image (semantic),3VXHQ,3VXHQ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.83,25,1.0
image (semantic),JH01A,DU2EB,0,6.25,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.88,25,0.0
image (question),0T4UO,ESTIE,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.93,25,0.0
image (semantic),6SV5I,JT3BR,0,3.65,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.91,25,0.0
image (semantic),4F2ZD,4F2ZD,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.83,25,1.0
image (semantic),ZT0LF,ZT0LF,1,8.36,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.86,25,1.0
image (adversarial),21Y50,3VCG8,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.82,25,0.0
image (question),D2TN2,D2TN2,1,4.05,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.95,25,1.0
image (semantic),MNE6X,MNE6X,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.95,25,1.0
image (adversarial),TFYTK,TFYTK,1,8.77,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.9,25,1.0
image (adversarial),KWBNB,KWBNB,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.89,25,1.0
image (question),BX5NW,OUIFJ,0,6.71,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.82,25,0.0
image (semantic),ILXN3,TBQOI,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.96,25,0.0
image (question),VWQM9,SEC27,0,8.99,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.95,25,0.0
image (semantic),5JT66,5JT66,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.95,25,1.0
image (question),J4G8R,J4G8R,1,8.03,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.99,25,1.0
image (semantic),GXOIY,GXOIY,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.83,25,1.0
image (adversarial),KGUY0,KGUY0,1,9.16,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.88,25,1.0
image (semantic),1E04P,1E04P,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.82,25,1.0
image (semantic),53K9O,BOIYM,0,9.06,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.87,25,0.0
image (semantic),YK86A,YK86A,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.82,25,1.0
image (adversarial),25S8T,NUSG9,0,8.12,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.98,25,0.0
image (adversarial),L9Q3C,L9Q3C,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.94,25,1.0
image (semantic),X9KHH,X9KHH,1,6.68,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.99,25,1.0
image (adversarial),V5E03,V5E03,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.96,25,1.0
image (adversarial),VSZ2T,VSZ2T,1,3.64,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.92,25,1.0
image (semantic),YREX9,087WS,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.81,25,0.0
image (question),1LOQS,A6HA3,0,6.67,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.88,25,0.0
image (adversarial),VMOT4,VMOT4,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.9,25,1.0
image (adversarial),NRZJK,75YOV,0,9.36,0.0,HUMAN_AGENT,G3_Human_Expert,5,1.0,25,0.0
image (question),M5CV3,KTIOR,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.97,25,0.0
image (adversarial),4V1OG,CQMPD,0,6.54,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.94,25,0.0
image (question),7Z4KS,7Z4KS,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.88,25,1.0
image (question),NA2I7,NA2I7,1,7.86,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.89,25,1.0
image (adversarial),EE2AB,EE2AB,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.84,25,1.0
image (adversarial),HO5D5,7H81J,0,3.51,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.81,25,0.0
image (question),MBPTP,PU6W9,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.82,25,0.0
image (question),3K8EK,MI560,0,8.46,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.91,25,0.0
image (adversarial),TOHXW,QYVBN,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.82,25,0.0
image (semantic),UZ2KG,F1ZWW,0,7.08,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.8,25,0.0
image (question),1UN2K,0Y14D,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.91,25,0.0
image (adversarial),SF2UW,SF2UW,1,3.72,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.91,25,1.0
image (adversarial),ASLW9,D43I2,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.84,25,0.0
image (adversarial),1PU8B,OE19B,0,6.31,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.92,25,0.0
image (adversarial),P0L70,P0L70,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.9,25,1.0
image (question),X6X6S,93685,0,8.85,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.93,25,0.0
image (adversarial),EFZVM,EFZVM,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.91,25,1.0
image (question),1TFXD,1TFXD,1,5.85,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.91,25,1.0
image (question),C3ARP,13LM7,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.93,25,0.0
image (semantic),E41OF,643F1,0,4.9,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.92,25,0.0
image (adversarial),AYSV6,AYSV6,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.88,25,1.0
image (adversarial),9NHCG,9NHCG,1,3.46,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.92,25,1.0
image (semantic),TWKKV,TWKKV,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.97,25,1.0
image (semantic),OGWHU,NWJ6P,0,3.35,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.89,25,0.0
image (semantic),VOC75,VMTD5,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.95,25,0.0
image (question),03779,03779,1,8.44,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.91,25,1.0
image (semantic),A7YJ8,A7YJ8,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.84,25,1.0
image (semantic),78LZG,78LZG,1,6.81,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.87,25,1.0
image (question),CA46F,CA46F,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.82,25,1.0
image (semantic),NHP39,MEHCY,0,7.01,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.86,25,0.0
image (adversarial),KJB85,KB3PK,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.86,25,0.0
image (adversarial),BQY3O,RS6C4,0,8.19,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.91,25,0.0
image (adversarial),X56V3,X56V3,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.82,25,1.0
image (question),7PUM3,P35T5,0,4.64,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.96,25,0.0
image (semantic),4GYLB,A2VZP,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.85,25,0.0
image (adversarial),Y9QZO,34A1N,0,6.63,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.99,25,0.0
image (adversarial),FXGIM,YXAM9,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.93,25,0.0
image (adversarial),7YOFC,7YOFC,1,6.99,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.93,25,1.0
image (question),LOQVB,LOQVB,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.92,25,1.0
image (adversarial),PVKTA,8YI4P,0,8.59,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.83,25,0.0
image (question),ZZJ8X,ZZJ8X,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.86,25,1.0
image (question),0SWXK,1BXD7,0,9.74,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.89,25,0.0
image (adversarial),ITQRT,ITQRT,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.99,25,1.0
image (semantic),WJ28C,NFW6S,0,6.73,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.93,25,0.0
image (question),ZF4LU,ZF4LU,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.9,25,1.0
image (adversarial),XLSOG,XLSOG,1,7.87,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.93,25,1.0
image (semantic),5X51O,UBEKT,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.95,25,0.0
image (question),2MNJ7,2MNJ7,1,3.98,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.88,25,1.0
image (question),3WGI8,3WGI8,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.94,25,1.0
image (question),JO55H,FCYLT,0,5.38,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.99,25,0.0
image (question),M9R6M,M9R6M,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.83,25,1.0
image (adversarial),8HZMV,8HZMV,1,9.94,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.94,25,1.0
image (semantic),SUON8,8UALR,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.9,25,0.0
image (question),Y3IGW,C36VF,0,8.77,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.82,25,0.0
image (semantic),H3MI2,H3MI2,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.82,25,1.0
image (question),LLQLL,LLQLL,1,7.34,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.82,25,1.0
image (semantic),HP08D,B8J4Z,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.96,25,0.0
image (semantic),XD82B,XD82B,1,6.7,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.87,25,1.0
image (semantic),9ZSUV,9ZSUV,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.97,25,1.0
image (adversarial),MISU1,61O85,0,6.9,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.88,25,0.0
image (adversarial),VO1TK,VO1TK,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.97,25,1.0
image (question),MM0YT,MM0YT,1,5.55,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.87,25,1.0
image (question),524KS,83PLE,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.86,25,0.0
image (question),45B2N,IX39E,0,3.51,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.85,25,0.0
image (question),LLHLR,LLHLR,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.9,25,1.0
image (semantic),TGDK4,TGDK4,1,7.34,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.9,25,1.0
image (question),ZF8Y7,ZKO0E,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.88,25,0.0
image (adversarial),49Z7K,GT30G,0,8.64,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.99,25,0.0
image (adversarial),CHF4A,CHF4A,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.86,25,1.0
image (question),05SOR,05SOR,1,3.17,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.84,25,1.0
image (semantic),FQSDQ,FQSDQ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.96,25,1.0
image (question),L0NWR,WS1YQ,0,5.28,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.88,25,0.0
image (semantic),6T0OT,XGQHP,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.84,25,0.0
image (adversarial),ZHUUG,ZHUUG,1,4.21,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.97,25,1.0
image (question),UUW05,UUW05,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.99,25,1.0
image (adversarial),L4CKT,L4CKT,1,5.55,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.83,25,1.0
image (semantic),824TL,824TL,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.99,25,1.0
image (semantic),RX05H,RX05H,1,3.14,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.96,25,1.0
image (adversarial),L5U8R,L5U8R,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.94,25,1.0
image (adversarial),Q34PG,Q34PG,1,5.32,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.83,25,1.0
image (question),YV16Z,LUU6I,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.84,25,0.0
image (question),F31D2,G5JTV,0,6.84,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.88,25,0.0
image (adversarial),75SSU,Z5YMI,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.87,25,0.0
image (adversarial),T7272,T7272,1,4.95,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.96,25,1.0
image (adversarial),K7X34,K7X34,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.91,25,1.0
image (adversarial),M585U,M585U,1,4.04,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.99,25,1.0
image (semantic),U20VM,U20VM,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.8,25,1.0
image (question),J5SC3,J5SC3,1,6.29,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.98,25,1.0
image (adversarial),HVD8F,EF578,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.81,25,0.0
image (adversarial),O1FE1,O1FE1,1,5.82,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.93,25,1.0
image (question),EGEZQ,TPI70,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.94,25,0.0
image (adversarial),HKGNH,HKGNH,1,9.14,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.8,25,1.0
image (semantic),31D1K,31D1K,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.82,25,1.0
image (semantic),UOS74,KE4VZ,0,4.05,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.92,25,0.0
image (question),N8Z4C,N8Z4C,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.95,25,1.0
image (adversarial),7ZUM2,QFG7T,0,4.6,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.92,25,0.0
image (adversarial),TN1E4,2A97P,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.85,25,0.0
image (adversarial),NFIRC,NFIRC,1,8.05,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.92,25,1.0
image (question),DPVOE,6MJ53,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.97,25,0.0
image (adversarial),YXHZK,YXHZK,1,5.54,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.85,25,1.0
image (semantic),68U1Q,68U1Q,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.88,25,1.0
image (adversarial),NV2MK,NV2MK,1,8.89,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.97,25,1.0
image (adversarial),E3QAB,SBA62,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.81,25,0.0
image (question),TDO1D,TDO1D,1,3.09,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.83,25,1.0
image (adversarial),D0NDV,ZQHBQ,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.97,25,0.0
image (semantic),IQICB,RHOEH,0,9.68,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.97,25,0.0
image (question),APM4Y,APM4Y,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.89,25,1.0
image (adversarial),JBEAH,37746,0,4.1,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.93,25,0.0
image (semantic),PFMCI,PFMCI,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.83,25,1.0
image (adversarial),CJOD8,BVXEJ,0,8.57,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.93,25,0.0
image (question),AXVT7,AXVT7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.81,25,1.0
image (question),ZZZUL,ZZZUL,1,8.49,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.93,25,1.0
image (semantic),BVS3K,OV9WX,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.97,25,0.0
image (semantic),HVY3N,HVY3N,1,9.36,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.91,25,1.0
image (adversarial),8FR8R,8FR8R,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.91,25,1.0
image (question),GLG08,GLG08,1,6.98,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.93,25,1.0
image (semantic),EV3C3,8FHBQ,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.85,25,0.0
image (question),64DO4,64DO4,1,8.62,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.93,25,1.0
image (adversarial),WD777,WD777,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.96,25,1.0
image (adversarial),ZWSS9,QA4SV,0,3.58,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.92,25,0.0
image (semantic),KXB3C,KE1Q5,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.91,25,0.0
image (semantic),MS7UP,CATPL,0,6.77,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.9,25,0.0
image (semantic),X3GGU,X3GGU,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.86,25,1.0
image (adversarial),XDF6Y,6F0O7,0,5.96,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.92,25,0.0
image (question),Y4XBB,Y4XBB,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.87,25,1.0
image (question),6DUEP,K6YUL,0,4.24,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.9,25,0.0
image (question),ND7U4,ND7U4,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.93,25,1.0
image (semantic),KBVPX,KBVPX,1,4.74,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.97,25,1.0
image (adversarial),JWAQL,JWAQL,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.81,25,1.0
image (question),MNF7U,MNF7U,1,6.8,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.85,25,1.0
image (question),ESU2H,IBP9O,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.91,25,0.0
image (adversarial),F9SVC,F9SVC,1,3.52,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.8,25,1.0
image (question),9E69I,F3HOI,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.93,25,0.0
image (semantic),ROAGI,L3AF6,0,3.66,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.98,25,0.0
image (adversarial),KKFED,ZJ2O4,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.86,25,0.0
image (question),Q067C,Q067C,1,6.77,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.9,25,1.0
image (semantic),1WT80,FJPO4,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.97,25,0.0
image (semantic),DILGO,T2I9O,0,7.32,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.88,25,0.0
image (adversarial),WP7NL,WP7NL,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.98,25,1.0
image (question),V92BE,YRNZN,0,3.41,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.83,25,0.0
image (question),ZMCCY,ZMCCY,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.81,25,1.0
image (adversarial),13HLO,13HLO,1,7.05,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.94,25,1.0
image (question),LVNAA,LVNAA,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.93,25,1.0
image (semantic),ETUGK,65WPO,0,4.92,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.88,25,0.0
image (semantic),LPF37,LPF37,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.86,25,1.0
image (adversarial),PTBQ8,PTBQ8,1,6.54,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.95,25,1.0
image (semantic),VPI2J,4GPZB,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.88,25,0.0
image (question),OMVIB,OMVIB,1,8.99,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.94,25,1.0
image (semantic),EFG1Q,RO1WO,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.99,25,0.0
image (question),DGZDN,2X9A6,0,4.76,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.99,25,0.0
image (question),TDV9R,TDV9R,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.9,25,1.0
image (adversarial),5GV7P,EZ24W,0,4.91,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.96,25,0.0
image (question),PFDFH,RIMVN,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.85,25,0.0
image (semantic),1BT9W,EYZIL,0,4.22,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.87,25,0.0
image (semantic),J29JB,J29JB,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.99,25,1.0
image (adversarial),NXMFH,NXMFH,1,4.35,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.98,25,1.0
image (semantic),79KT1,W3DP1,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.95,25,0.0
image (adversarial),1IKX0,1IKX0,1,8.83,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.9,25,1.0
image (question),TY36M,TY36M,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.8,25,1.0
image (question),4VNIB,4VNIB,1,5.71,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.87,25,1.0
image (adversarial),99LT3,99LT3,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.85,25,1.0
image (adversarial),ILB7Z,ORK64,0,8.01,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.93,25,0.0
image (semantic),MGJ78,MGJ78,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.85,25,1.0
image (semantic),T35YR,AY12Y,0,6.87,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.92,25,0.0
image (question),IVFQS,2UPVS,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.93,25,0.0
image (question),F5YC9,D4YJI,0,8.86,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.86,25,0.0
image (adversarial),359T8,359T8,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.94,25,1.0
image (question),63XVF,EXTB7,0,4.06,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.85,25,0.0
image (question),F5HG5,F5HG5,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.98,25,1.0
image (adversarial),7GE3A,7GE3A,1,7.84,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.85,25,1.0
image (question),NPE6S,7YZET,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.93,25,0.0
image (question),3GNDC,3GNDC,1,5.24,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.94,25,1.0
image (question),I7V12,I7V12,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.86,25,1.0
image (adversarial),HL5V3,HL5V3,1,8.13,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.96,25,1.0
image (semantic),9Q16A,8VPCA,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.96,25,0.0
image (adversarial),YP9YP,N5ZZ6,0,5.75,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.82,25,0.0
image (question),79AQL,79AQL,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.88,25,1.0
image (semantic),WBWNU,FTUWF,0,5.06,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.84,25,0.0
image (question),V2TTU,V2TTU,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.9,25,1.0
image (semantic),R9XRW,N4U6A,0,6.0,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.87,25,0.0
image (semantic),VE7E5,VE7E5,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.95,25,1.0
image (adversarial),8SU5N,76NFC,0,3.04,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.86,25,0.0
image (question),QML8Q,QML8Q,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.89,25,1.0
image (question),0RNGC,VV7PG,0,4.96,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.91,25,0.0
image (semantic),F7MVQ,N6DTY,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.96,25,0.0
image (question),N4BPS,N4BPS,1,8.91,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.8,25,1.0
image (semantic),N3ZA0,N3ZA0,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.81,25,1.0
image (semantic),ZMJBG,GFULZ,0,6.29,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.97,25,0.0
image (adversarial),2ADS8,2ADS8,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.96,25,1.0
image (question),JQD9C,NRCMU,0,8.56,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.99,25,0.0
image (semantic),Z8DU9,D3DGC,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.92,25,0.0
image (question),50I32,50I32,1,3.31,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.81,25,1.0
image (question),Q3VYA,X5ULZ,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,5,0.9,25,0.0
image (question),ZIX2S,OEJ81,0,9.06,0.0,HUMAN_AGENT,G3_Human_Expert,5,0.88,25,0.0
image (semantic),O082S,O082S,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.83,25,1.0
image (semantic),LTH11,LTH11,1,5.46,1.0,HUMAN_AGENT,G3_Human_Expert,5,0.81,25,1.0
image (question),UVHGQ,UVHGQ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,5,0.86,25,1.0
